timestamp,attempt,latency_ms,response_size_bytes,status
2026-03-23T14:55:39.393560,1,2994.09,1975,DENIED
2026-03-23T14:56:42.395182,2,2972.62,1975,DENIED
2026-03-23T14:57:45.359770,3,2942.89,1975,DENIED
2026-03-23T14:58:48.332010,4,2945.03,1975,DENIED
2026-03-23T14:59:51.690716,5,3340.33,1975,DENIED
2026-03-23T15:00:55.081192,6,3357.58,1975,DENIED
2026-03-23T15:01:57.464464,7,2350.94,1975,DENIED
2026-03-23T15:03:00.692661,8,3195.12,1975,DENIED
2026-03-23T15:04:07.792232,9,7066.27,803,SUCCESS
